code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P2306,GENERIC,점화 코일 C의 1차 제어 회로 전압이 낮습니다.,Ignition Coil C Primary Control Circuit Low,코일 전압 낮음,Ignition Coil C Primary Control Circuit Low,점화 코일 C의 주요 제어 회로에센서 전압이 너무 떨어졌습니다.
P2307,GENERIC,코일 팩 C의 1차 제어 회로 전압이 너무 높습니다.,Ignition Coil C Primary Control Circuit High,코일 팩 C 고장,Ignition Coil C Primary Control Circuit High,코일 팩 C의 1차 제어 회로가 이상적으로 높은 전압을 보이고 있습니다. 주의하시기 바랍니다.
P2308,GENERIC,엔진 제어 모듈(ECM)에센서 점화 코일 C의 2차 회로에센서 오류가 감지되었습니다.,Ignition Coil C Secondary Circuit,코일 회로 고장,Ignition Coil C Secondary Circuit,점화 코일 C의 2차 회로에 문제가 발생했습니다. 빠른 확인이 필요합니다.
P2309,GENERIC, ignition coil D 1차 제어 회로 전압이 낮습니다.,Ignition Coil D Primary Control Circuit Low,코일 전압 낮음,Ignition Coil D Primary Control Circuit Low,점화 코일 D의 1차 제어 회로에센서 전압이 높지 않습니다.
P230A,GENERIC,실린더 1 공기 연료 혼합비 불균형 - 균형 조정 시 한계치 도달,Cylinder 1 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공기 연료 비 불균형,Cylinder 1 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 1의 공기 연료 혼합 비율이 이상하여 균형 조정 중 한계치에 도달했습니다.
P230B,GENERIC,실린더 2 공연비 불균형 - 균형 조정이 한계 상태에센서 발생했습니다,Cylinder 2 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공연비 불균형,Cylinder 2 Air-Fuel Ratio Imbalance - Adjustment A...,"실린더 2의 공기와 연료 혼합비가 불균형하게 되어, 균형 조정 시도가 한계 상황에 도달했습니다."
P230C,GENERIC,실린더 3의 공기 연료 혼합비 균형 이상 - 극한 조정 상태에센서 균형 조정 중,Cylinder 3 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공기연료혼합비 불균형,Cylinder 3 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 3의 공기 연료 혼합비가 일정한 범위를 유닛지하기 위한 조정이 한계에 도달했습니다.
P230D,GENERIC,실린더 4 공연비 불균형 - 균형 조정 중 한계에 도달함,Cylinder 4 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공연비 불균형,Cylinder 4 Air-Fuel Ratio Imbalance - Adjustment A...,"실린더 4의 공기와 연료 혼합 비율이 불균형을 보이며, 이는 배분 조정 과정에센서 한계점에 도달한 것으로 판단됩니다."
P230E,GENERIC,실린더 5의 공기 연료 혼합비 균형 조정이 한계상태에센서 일어났습니다.,Cylinder 5 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,실린더 5 불균형,Cylinder 5 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 5의 공기 연료 비율이 균형을 맞추는 중 한계 상태에 도달했습니다.
P230F,GENERIC,실린더 6 공연비 균형 이상 - 한계 조정 중 불균형 감지,Cylinder 6 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공연비 이상,Cylinder 6 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 6의 공기 연료 혼합비가 정상 범위를 벗어났습니다. 균형 조정 과정에센서 발생한 문제입니다.
P2310,GENERIC,점화 코일 D 1차 제어 회로 전압이 높습니다.,Ignition Coil D Primary Control Circuit High,점화 코일 고장,Ignition Coil D Primary Control Circuit High,"운전 중인 경우, 점화 코일 D의 1차 제어 회로에센서 전압이 과도하게 높게 측정되었습니다. 주의가 필요합니다."
P2311,GENERIC,점화 코일 D 2차 회로,Ignition Coil D Secondary Circuit,점화코일,Ignition Coil D Secondary Circuit,점화 코일 D의 2차 회로가 감지되었습니다.
P2312,GENERIC,점화 코일 E 1차 제어 회로 전압 낮음,Ignition Coil E Primary Control Circuit Low,점화 코일 문제,Ignition Coil E Primary Control Circuit Low,점화 코일 E의 1차 제어 회로에센서 전압이 높지 않은 상태가 감지되었습니다.
P2313,GENERIC,엔진의 점화 코일 E 주요 제어 회로 전압이 너무 높습니다.,Ignition Coil E Primary Control Circuit High,코일 이상,Ignition Coil E Primary Control Circuit High,차량 엔진의 점화 코일 E 주요 제어 회로가 입력 전압이 높은 상태입니다.
P2314,GENERIC,엔진의 점화 코일 2차 제어 회로 오류,Ignition Coil E Secondary Circuit,코일 2차,Ignition Coil E Secondary Circuit,점화 코일 2차 제어 회로에센서 문제가 발생했습니다.
P2315,GENERIC,엔진의 점화 코일 1차 제어 회로 전압이 낮습니다.,Ignition Coil F Primary Control Circuit Low,점화코일 오류,Ignition Coil F Primary Control Circuit Low,"운전 중이라면 주의하세요, 엔진의 점화 코일 1차 제어 회로가 높은 전압을 유닛지하지 못하고 있습니다."
P2316,GENERIC,엔진 제어 모듈(ECM)에센서 주기파 점화 코일(F코일)의 1차 제어 회로 전압이 높게 감지되었습니다.,Ignition Coil F Primary Control Circuit High,코일 고장,Ignition Coil F Primary Control Circuit High,엔진 제어 모듈에센서 주기파 점화 코일 F의 1차 제어 회로 전압이 과도하게 높아졌습니다. 확인 부탁드립니다.
P2317,GENERIC,엔진 제어 모듈에센서 점화 코일의 2차 회로 오류를 감지했습니다.,Ignition Coil F Secondary Circuit,점화 코일 문제,Ignition Coil F Secondary Circuit,Ignition Coil F의 2차 회로 문제가 발생했습니다.
P2318,GENERIC,점화 코일 G 1차 제어 회로 전압 낮음,Ignition Coil G Primary Control Circuit Low,회로 전압 낮음,Ignition Coil G Primary Control Circuit Low,점화 코일 G의 1차 제어 회로에센서 전압이 너무 낮습니다.
P2319,GENERIC,점화 코일 G의 1차 제어 회로 전압이 높습니다.,Ignition Coil G Primary Control Circuit High,점화 코일 고장,Ignition Coil G Primary Control Circuit High,운전 중 엔진 점검등이 들어왔나요? 점화 코일 G의 1차 제어 회로가 부정상하게 높은 상태입니다.
P231A,GENERIC,실린더 7 공기 연료 혼합비 불균형 - 균형 조정 중 한계 범위 도달,Cylinder 7 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공기 연료 혼합비 불균형,Cylinder 7 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 7의 공기 연료 혼합비가 불균형이 발생했습니다. 현재 균형 조정 상태에센서 한계 범위를 초과하였습니다.
P231B,GENERIC,실린더 8의 공기 연료 혼합비 불균형 - 균형 조정 중 한계 범위 도달,Cylinder 8 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공기연료비 불균형,Cylinder 8 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 8에센서 공기 연료 비율이 불균형이 생겼습니다. 현재 균형 조정 중인데 한계 값에 도달했습니다.
P231C,GENERIC,실린더 9의 공기 연료 혼합비 불균형 - 균형 조정 중 한계치 도달,Cylinder 9 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,불균형,Cylinder 9 Air-Fuel Ratio Imbalance - Adjustment A...,실린더 9에센서 공기 연료 비율이 정상 범위를 벗어났습니다. 현재 균형 조정 중인 상태입니다.
P231D,GENERIC,실린더 10 공연비 불균형 - 조정 한계 도달 시 균형 상태 이상,Cylinder 10 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공연비 불균형,Cylinder 10 Air-Fuel Ratio Imbalance - Adjustment ...,실린더 10의 공기 연료 혼합 비율이 불균형이 생겼습니다. 균형 상태에센서 조정 한도를 초과했습니다.
P231E,GENERIC,실린더 11 공기 연료 혼합비 불균형 - 균형 조정이 한계 상태에센서 발생했습니다.,Cylinder 11 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공기연료불균형,Cylinder 11 Air-Fuel Ratio Imbalance - Adjustment ...,"실린더 11의 공기 연료 혼합 비율이 이상적으로 보이지 않아, 균형 조정이 한계 상황에센서 일어났습니다."
P231F,GENERIC,실린더 12 공연비 불균형 - 균형 조정 시 한계값 도달,Cylinder 12 Air-Fuel Ratio Imbalance - Adjustment At Limit During Balance,공연비 불균형,Cylinder 12 Air-Fuel Ratio Imbalance - Adjustment ...,"실린더 12의 공기와 연료 혼합 비율이 불균형을 보입니다. 현재 균형 조정 중이지만, 이 범위에센서 최대한으로 조절되었습니다."
P2320,GENERIC,점화 코일 G 2차 회로,Ignition Coil G Secondary Circuit,점화 코일 문제,Ignition Coil G Secondary Circuit,점화 코일 G의 2차 회로에 문제가 발생했습니다.
P2321,GENERIC,엔진의 점화 코일 1차 제어 회로 전압이 낮습니다.,Ignition Coil H Primary Control Circuit Low,점화코일 전압낮음,Ignition Coil H Primary Control Circuit Low,자동차 엔진의 점화 코일 1차 제어 회로에센서 전압이 너무 낮아졌습니다. 주의가 필요합니다.
P2322,GENERIC,점화 코일 H 1차 제어 회로 전압 높음,Ignition Coil H Primary Control Circuit High,코일 전압 높음,Ignition Coil H Primary Control Circuit High,운전 중이시라면 점화 코일 H의 1차 제어 회로에센서 전압이 너무 높아 오류가 발생했습니다.
P2323,GENERIC,엔진 코일 H 2차 회로,Ignition Coil H Secondary Circuit,코일 이상,Ignition Coil H Secondary Circuit,엔진의 코일 H가 문제가 발생했습니다.
P2324,GENERIC,점화 코일 1 주차단 제어 회로 전압 낮음,Ignition Coil I Primary Control Circuit Low,점화 코일 이상,Ignition Coil I Primary Control Circuit Low,운전 중 엔진 점검등이 들어왔습니다. 점화 코일 1의 주차단 제어 회로 전압이 낮아 문제가 발생했습니다.
P2325,GENERIC,점화 코일 1 주요 제어 회로 전압 높음,Ignition Coil I Primary Control Circuit High,코일 고장,Ignition Coil I Primary Control Circuit High,점화 코일 1의 주요 제어 회로에센서 입력 전압이 너무 높게 감지되었습니다.
P2326,GENERIC,점화 코일 2차 회로,Ignition Coil I Secondary Circuit,코일 이상,Ignition Coil I Secondary Circuit,점화 코일의 2차 회로에센서 문제가 발생했습니다.
P2327,GENERIC,점화 코일 J의 1차 제어 회로 전압이 낮습니다.,Ignition Coil J Primary Control Circuit Low,점화 코일 저전압,Ignition Coil J Primary Control Circuit Low,운전 중인 경우 점화 코일 J의 1차 제어 회로에센서 전압이 높지 않은 상황이 발생했습니다. 주의가 필요합니다.
P2328,GENERIC,점화 코일 J의 1차 제어 회로 전압이 높습니다.,Ignition Coil J Primary Control Circuit High,코일 1차 고장,Ignition Coil J Primary Control Circuit High,운전 중이시라면 점화 코일 J의 1차 제어 회로에센서 이상 고장을 확인했습니다. 전압 수치가 정상 범위를 초과하고 있습니다.
P2329,GENERIC,점화 코일 J 2차 회로 오류,Ignition Coil J Secondary Circuit,코일 문제,Ignition Coil J Secondary Circuit,점화 코일 J의 2차 회로에센서 문제가 발생했습니다.
P232A,GENERIC,TCM 요청 - 강제 엔진 정지,TCM Request - Forced Engine Shutdown,강제 정지,TCM Request - Forced Engine Shutdown,TCM이 강제적으로 엔진 정지를 요구했습니다.
P232B,GENERIC,실린더 11 연료 인젝터 A의 보정 범위 한계 미만,Cylinder 11 Fuel Injector A Offset Learning At Min Limit,연료 인젝터 이상,Cylinder 11 Fuel Injector A Offset Learning At Min...,실린더 11 연료 인젝터 A가 최소한도 범위를 벗어났습니다.
P232C,GENERIC,엔진 실린더 11 연료 인젝터 A의 보정 값이 최대 한계까지 도달했습니다.,Cylinder 11 Fuel Injector A Offset Learning At Max Limit,최대 보정,Cylinder 11 Fuel Injector A Offset Learning At Max...,실린더 11의 연료 인젝터 A가 최대 보정 범위에 도달했습니다. 주의하셔야 합니다.
P232D,GENERIC,엔진 뱅크 2 실린더 12 연료 인젝터 A의 오프셋 학습 범위 최소 한계 도달,Cylinder 12 Fuel Injector A Offset Learning At Min Limit,범위 최소,Cylinder 12 Fuel Injector A Offset Learning At Min...,엔진 뱅크 2의 실린더 12 연료 인젝터 A에센서 오프셋 학습이 가장 낮은 한계 값에 도달했습니다.
P232E,GENERIC,실린더 12 연료 인젝터 A의 보정 범위가 최대 한계까지 도달했습니다.,Cylinder 12 Fuel Injector A Offset Learning At Max Limit,최대 한도,Cylinder 12 Fuel Injector A Offset Learning At Max...,실린더 12 연료 인젝터 A의 보정값이 최대 한도에 닿아센서 더 이상 보정할 수 없습니다.
P232F,GENERIC,뱅크 1의 센서 2 산소 센서가 감속 중 범위를 벗어남,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 2,산소센서 이상,O2 Sensor Out of Range During Deceleration Bank 1 ...,운전 중 뱅크 1의 센서 2 산소 센서가 범위를 벗어났습니다.
P2330,GENERIC,점화 코일 K의 1차 제어 회로 전압이 낮습니다.,Ignition Coil K Primary Control Circuit Low,코일 1차 저전압,Ignition Coil K Primary Control Circuit Low,점화 코일 K의 1차 제어 회로에센서 입력 전압 값이 너무 낮아 오류가 발생했습니다.
P2331,GENERIC,점화 코일 K의 1차 제어 회로 전압이 높습니다.,Ignition Coil K Primary Control Circuit High,점화 코일 문제,Ignition Coil K Primary Control Circuit High,운전 중이신가요? 점화 코일 K의 1차 제어 회로에센서 전압이 너무 높아 오류 코드 P2331이 발생했습니다.
P2332,GENERIC,점화 코일 K 2차 회로,Ignition Coil K Secondary Circuit,코일 K,Ignition Coil K Secondary Circuit,점화 코일 K의 2차 회로에센서 문제가 발생했습니다.
P2333,GENERIC,엔진 제어 모듈에센서 주점화 코일 L의 1차 제어 회로 전압이 낮게 감지되었습니다.,Ignition Coil L Primary Control Circuit Low,코일 저전압,Ignition Coil L Primary Control Circuit Low,주점화 코일 L의 1차 제어 회로가 저전압 상태입니다. 확인 부탁드립니다.
P2334,GENERIC,점화 코일 L 1차 제어 회로 전압 높음,Ignition Coil L Primary Control Circuit High,점화 코일 고장,Ignition Coil L Primary Control Circuit High,운전 중이시라면 점화 코일 L의 1차 제어 회로에센서 입력 전압이 너무 높게 감지되었습니다.
P2335,GENERIC,,Ignition Coil L Secondary Circuit,,Ignition Coil L Secondary Circuit,
P2336,GENERIC,실린더 1의 노킹/연소 진동 센서 값이 임계값 이상입니다.,Cylinder 1 Above Knock/Combustion Vibration Sensor Threshold,노킹 경고,Cylinder 1 Above Knock/Combustion Vibration Sensor...,실린더 1에센서 노킹이나 연소 진동 센서가 정상 범위를 초과했습니다. 주의 필요합니다.
P2337,GENERIC,실린더 2의 노킹/연소 진동 센서 값이 임계값 이상입니다.,Cylinder 2 Above Knock/Combustion Vibration Sensor Threshold,노킹 감지,Cylinder 2 Above Knock/Combustion Vibration Sensor...,실린더 2에센서 노킹이나 연소 진동 센서 값이 예상 범위를 초과했습니다.
P2338,GENERIC,실린더 3의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 3 Above Knock/Combustion Vibration Sensor Threshold,노킹 감지,Cylinder 3 Above Knock/Combustion Vibration Sensor...,실린더 3에센서 노킹이나 연소 진동 센서 값이 정상 범위를 초과했습니다.
P2339,GENERIC,실린더 4 노킹/연소 진동 센서 임계값 이상,Cylinder 4 Above Knock/Combustion Vibration Sensor Threshold,노킹 감지 이상,Cylinder 4 Above Knock/Combustion Vibration Sensor...,실린더 4의 노킹 또는 연소 진동 센서가 예상한 범위를 초과했습니다.
P233A,GENERIC,연료 압력 조절기 C 제어 회로/단선,Fuel Pressure Regulator C Control Circuit/Open,연료 압력 조절기 문제,Fuel Pressure Regulator C Control Circuit/Open,연료 압력 조절기 C의 제어 회로가 단선되었습니다.
P233B,GENERIC,연료 압력 조절기 C 제어 회로 전압 낮음,Fuel Pressure Regulator C Control Circuit Low,회로 전압 낮음,Fuel Pressure Regulator C Control Circuit Low,연료 압력 조절기 C의 제어 회로에센서 전압이 너무 낮습니다.
P233C,GENERIC,연료 압력 조절기 C 제어 회로 전압 높음,Fuel Pressure Regulator C Control Circuit High,전압过高,Fuel Pressure Regulator C Control Circuit High,연료 압력 조절기 C의 제어 회로에센서 전압이 너무 높습니다.
P233D,GENERIC,연료 압력 조절기 B 솔레노이드 공급 전압 제어 회로/단선,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit/Open,회로 단선,Fuel Pressure Regulator B Solenoid Supply Voltage ...,연료 압력 조절기 B 솔레노이드의 공급 전압 제어 회로가 단선되었습니다.
P233E,GENERIC,연료 압력 조절기 B 솔레노이드 공급 전압 제어 회로 전압 낮음,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit Low,전압 낮음,Fuel Pressure Regulator B Solenoid Supply Voltage ...,연료 압력 조절기 B 솔레노이드의 공급 전압 제어 회로가 높은 입력값을 감지하지 못했습니다.
P233F,GENERIC,연료 압력 조절기 B 솔레노이드 공급 전압 제어 회로가 높습니다.,Fuel Pressure Regulator B Solenoid Supply Voltage Control Circuit High,전압 과다,Fuel Pressure Regulator B Solenoid Supply Voltage ...,연료 압력 조절기 B 솔레노이드의 공급 전압 제어 회로가 너무 높아졌습니다.
P2340,GENERIC,실린더 5의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 5 Above Knock/Combustion Vibration Sensor Threshold,실린더 5 노킹,Cylinder 5 Above Knock/Combustion Vibration Sensor...,운전 중 실린더 5에센서 노킹이나 연소 진동 센서가 비정상적으로 높은 값을 보고 있습니다. 주의 필요합니다.
P2341,GENERIC,실린더 6 노킹/연소 진동 센서 임계값 이상,Cylinder 6 Above Knock/Combustion Vibration Sensor Threshold,임계값 초과,Cylinder 6 Above Knock/Combustion Vibration Sensor...,실린더 6의 노킹 또는 연소 진동이 임계값을 초과했습니다.
P2342,GENERIC,실린더 7의 노킹/연소 진동 센서 값이 임계값 이상입니다.,Cylinder 7 Above Knock/Combustion Vibration Sensor Threshold,노킹 임계값 초과,Cylinder 7 Above Knock/Combustion Vibration Sensor...,실린더 7에센서 노킹 또는 연소 진동 센서가 임계값을 초과했습니다.
P2343,GENERIC,실린더 8의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 8 Above Knock/Combustion Vibration Sensor Threshold,노킹 이상,Cylinder 8 Above Knock/Combustion Vibration Sensor...,실린더 8에센서 노킹이나 연소 진동이 임계값을 초과하였습니다.
P2344,GENERIC,실린더 9의 노킹 또는 연소 진동 센서가 임계값 이상입니다.,Cylinder 9 Above Knock/Combustion Vibration Sensor Threshold,노킹 이상,Cylinder 9 Above Knock/Combustion Vibration Sensor...,실린더 9에센서 노킹이나 연소 진동이 임계값을 초과했습니다.
P2345,GENERIC,실린더 10의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 10 Above Knock/Combustion Vibration Sensor Threshold,노킹 이상,Cylinder 10 Above Knock/Combustion Vibration Senso...,실린더 10에센서 노킹이나 연소 진동 센서 값이 정상 범위를 초과했습니다. 주의하시기 바랍니다.
P2346,GENERIC,실린더 11의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 11 Above Knock/Combustion Vibration Sensor Threshold,노킹 발생,Cylinder 11 Above Knock/Combustion Vibration Senso...,실린더 11에센서 노킹이나 연소 진동 센서가 이상한 값을 감지했습니다.
P2347,GENERIC,실린더 12의 노킹 또는 연소 진동 센서 값이 임계값 이상입니다.,Cylinder 12 Above Knock/Combustion Vibration Sensor Threshold,노킹 오류,Cylinder 12 Above Knock/Combustion Vibration Senso...,실린더 12에센서 노킹이나 연소 진동 센서의 신호가 정상 범위를 초과했습니다.
P2348,GENERIC,실린더 9 압력 센서 회로,Cylinder 9 Pressure Sensor Circuit,센서 회로 문제,Cylinder 9 Pressure Sensor Circuit,실린더 9의 압력 센서 회로 관련 문제가 발생했습니다.
P2349,GENERIC,실린더 9 압력 센서 회로 범위/성능 이상,Cylinder 9 Pressure Sensor Circuit Range/Performance,압력 센서 오류,Cylinder 9 Pressure Sensor Circuit Range/Performan...,실린더 9의 압력 센서 회로에센서 범위 또는 성능 관련 문제가 발생했습니다.
P234A,GENERIC,실린더 9 압력 센서 회로 전압 낮음,Cylinder 9 Pressure Sensor Circuit Low,센서 전압 낮음,Cylinder 9 Pressure Sensor Circuit Low,실린더 9의 압력 센서가 정상 작동 범위를 벗어났습니다. 전압이 너무 낮아졌어요.
P234B,GENERIC,실린더 9 압력 센서 회로 전압 높음,Cylinder 9 Pressure Sensor Circuit High,센서 고장,Cylinder 9 Pressure Sensor Circuit High,실린더 9 압력 센서의 입력값이 너무 높습니다.
P234C,GENERIC,실린더 9 압력 센서 회로가 간헐적이고 불규칙하게 동작합니다.,Cylinder 9 Pressure Sensor Circuit Intermittent/Erratic,압력 센서 오류,Cylinder 9 Pressure Sensor Circuit Intermittent/Er...,실린더 9의 압력 센서 회로가 간헐적이거나 불규칙한 작동을 보입니다.
P234D,GENERIC,실린더 9의 압력이 부적절하게 낮습니다.,Cylinder 9 Pressure Too Low,압력 낮음,Cylinder 9 Pressure Too Low,운전 중 실린더 9의 압력이 부적절하게 낮아졌습니다. 주의가 필요합니다.
P234E,GENERIC,실린더 9 압력이 너무 높습니다.,Cylinder 9 Pressure Too High,압력 과다,Cylinder 9 Pressure Too High,운전 중이신가요? 실린더 9의 압력이 부적절하게 높은 것으로 나타났어요.
P234F,GENERIC,실린더 9 압축 변화가 낮음,Cylinder 9 Pressure Variation Low,낮은 압축,Cylinder 9 Pressure Variation Low,운전 중 실린더 9의 압축 변화가 예상보다 낮습니다.
P2350,GENERIC,실린더 9 압축 비율이 높음,Cylinder 9 Pressure Variation High,압축 이상,Cylinder 9 Pressure Variation High,실린더 9의 압축 비율이 높게 측정되었습니다.
P2351,GENERIC,실린더 9 연소 성능,Cylinder 9 Combustion Performance,연소성능,Cylinder 9 Combustion Performance,실린더 9의 연소 성능 이상이 감지되었습니다.
P2352,GENERIC,실린더 10 압력 센서 회로,Cylinder 10 Pressure Sensor Circuit,압력 센서,Cylinder 10 Pressure Sensor Circuit,실린더 10의 압력 센서 회로 관련 문제가 발생했습니다.
P2353,GENERIC,실린더 10 압력 센서 회로 범위/성능 이상,Cylinder 10 Pressure Sensor Circuit Range/Performance,압력 센서 이상,Cylinder 10 Pressure Sensor Circuit Range/Performa...,실린더 10의 압력 센서가 정상 작동 범위를 벗어났습니다.
P2354,GENERIC,실린더 10 압력 센서 회로 전압이 낮습니다.,Cylinder 10 Pressure Sensor Circuit Low,실린더 10 압력 센서 전압 낮음,Cylinder 10 Pressure Sensor Circuit Low,운전 중 실린더 10의 압력 센서 회로에센서 입력값이 너무 낮아 오류가 발생했습니다. 주의하십시오.
P2355,GENERIC,실린더 10 압력 센서 회로 전압이 높습니다.,Cylinder 10 Pressure Sensor Circuit High,압력 센서 오류,Cylinder 10 Pressure Sensor Circuit High,실린더 10 압력 센서의 회로가 높은 전압을 나타내고 있습니다.
P2356,GENERIC,실린더 10 압력 센서 회로가 간헐적 또는 불규칙한 상태입니다.,Cylinder 10 Pressure Sensor Circuit Intermittent/Erratic,압력 센서 오류,Cylinder 10 Pressure Sensor Circuit Intermittent/E...,실린더 10의 압력 센서 회로에센서 문제가 발생했습니다. 갑자기 작동이 멈추거나 이상한 동작을 보일 수 있습니다.
P2357,GENERIC,실린더 10 압력이 부적절하게 낮습니다.,Cylinder 10 Pressure Too Low,압력 낮음,Cylinder 10 Pressure Too Low,운전 중이시라면 실린더 10의 압력이 너무 낮아요.
P2358,GENERIC,실린더 10의 압력이 과도하게 높습니다.,Cylinder 10 Pressure Too High,실린더 10 압력 과다,Cylinder 10 Pressure Too High,운전 중 실린더 10의 압력이 너무 높게 측정되었습니다.
P2359,GENERIC,실린더 10 압축률 변동이 낮음,Cylinder 10 Pressure Variation Low,낮은 압축,Cylinder 10 Pressure Variation Low,실린더 10의 압축률 변동 값이 예상보다 낮게 측정되었습니다.
P235A,GENERIC,실린더 10 압축 종이 범위 이상,Cylinder 10 Pressure Variation High,압축 문제,Cylinder 10 Pressure Variation High,실린더 10의 압축 종이가 높게 측정되었습니다.
P235B,GENERIC,실린더 10 연소 성능,Cylinder 10 Combustion Performance,연소 성능,Cylinder 10 Combustion Performance,실린더 10의 연소 성능이 문제가 발생했습니다.
P235C,GENERIC,실린더 11 압력 센서 회로,Cylinder 11 Pressure Sensor Circuit,압력 센서 문제,Cylinder 11 Pressure Sensor Circuit,실린더 11의 압력 센서 회로 관련 문제가 발생했습니다.
P235D,GENERIC,실린더 11 압력 센서 회로 범위/성능 이상,Cylinder 11 Pressure Sensor Circuit Range/Performance,압력 센서 오류,Cylinder 11 Pressure Sensor Circuit Range/Performa...,실린더 11 압력 센서의 작동 범위 또는 성능에 문제가 발생했습니다.
P235E,GENERIC,실린더 11 압력 센서 회로 전압 낮음,Cylinder 11 Pressure Sensor Circuit Low,압력 센서 전압 낮음,Cylinder 11 Pressure Sensor Circuit Low,실린더 11의 압력 센서 회로에센서 전압이 너무 낮습니다.
P235F,GENERIC,실린더 11 압력 센서 회로 전압 높음,Cylinder 11 Pressure Sensor Circuit High,압력 센서 오류,Cylinder 11 Pressure Sensor Circuit High,실린더 11의 압력 센서 회로가 높은 전압을 나타내고 있습니다.
P2360,GENERIC,실린더 11 압력 센서 회로가 간헐적이고 불규칙한 상태입니다.,Cylinder 11 Pressure Sensor Circuit Intermittent/Erratic,간헐적,Cylinder 11 Pressure Sensor Circuit Intermittent/E...,실린더 11의 압력 센서 회로가 간헐적으로 작동하고 있습니다. 주의하세요.
P2361,GENERIC,실린더 11 압력이 부적절하게 낮습니다.,Cylinder 11 Pressure Too Low,압력 낮음,Cylinder 11 Pressure Too Low,운전 중인 상태에센서 실린더 11의 압력이 너무 낮게 감지되었습니다. 주의하시기 바랍니다.
P2362,GENERIC,실린더 11 압력이 너무 높습니다.,Cylinder 11 Pressure Too High,압력 과다,Cylinder 11 Pressure Too High,운전 중인 경우 실린더 11의 압력이 정상 범위를 초과하고 있습니다.
P2363,GENERIC,실린더 11 압축 변동이 낮음,Cylinder 11 Pressure Variation Low,압축 낮음,Cylinder 11 Pressure Variation Low,실린더 11의 압축 변화가 너무 낮습니다.
P2364,GENERIC,실린더 11 압축 이상 높음,Cylinder 11 Pressure Variation High,압축 과다,Cylinder 11 Pressure Variation High,실린더 11의 압축 값이 너무 높습니다.
P2365,GENERIC,실린더 11 연소 성능,Cylinder 11 Combustion Performance,연소 문제,Cylinder 11 Combustion Performance,엔진의 실린더 11에센서 연소 과정이 정상 범위를 벗어났습니다.
P2366,GENERIC,실린더 12 압력 센서 회로,Cylinder 12 Pressure Sensor Circuit,압력센서 이상,Cylinder 12 Pressure Sensor Circuit,실린더 12 압력 센서의 회로가 발생했습니다.
P2367,GENERIC,실린더 12 압력 센서 회로 범위/성능 이상,Cylinder 12 Pressure Sensor Circuit Range/Performance,압력센서 오류,Cylinder 12 Pressure Sensor Circuit Range/Performa...,실린더 12 압력 센서의 범위나 성능에 문제가 발생했습니다.
P2368,GENERIC,실린더 12 압력 센서 회로 전압 낮음,Cylinder 12 Pressure Sensor Circuit Low,실린더 12 압력 센서 문제,Cylinder 12 Pressure Sensor Circuit Low,운전 중 실린더 12의 압력 센서가 입력 전압이 낮아 오류가 발생했습니다.
P2369,GENERIC,실린더 12 압력 센서 회로 전압 높음,Cylinder 12 Pressure Sensor Circuit High,고장,Cylinder 12 Pressure Sensor Circuit High,실린더 12의 압력 센서 회로에센서 입력값이 너무 높습니다.
P236A,GENERIC,실린더 12 압력 센서 회로가 간헐적이고 불규칙합니다.,Cylinder 12 Pressure Sensor Circuit Intermittent/Erratic,실린더 12 압력 센서 이상,Cylinder 12 Pressure Sensor Circuit Intermittent/E...,실린더 12의 압력 센서 회로에 문제가 있어요. 간헐적이거나 불규칙한 동작이 발생했어요.
P236B,GENERIC,실린더 12의 압력이 너무 낮습니다.,Cylinder 12 Pressure Too Low,압력 낮음,Cylinder 12 Pressure Too Low,운전 중 실린더 12의 압력이 예상치보다 낮아 문제가 발생했습니다.
